R0000,8,Pink Beryl,-68625,0,0,0
R000,8,Cherry White,-69401,0,0,0
R00,8,Pinkish White,-70943,0,0,0
R01,8,Pinkish Vanilla,-139048,0,0,0
R02,8,Flesh,-142393,0,0,0
R05,8,Salmon Red,-618117,0,0,0
R08,8,Vermilion,-891052,0,0,0
R11,8,Pale Cherry Pink,-138795,0,0,0
R12,8,Light Tea Rose,-207935,0,0,0
R14,8,Light Rouse,-681070,0,0,0
R17,8,Lipstick Orange,-752532,0,0,0
R20,8,Blush,-206897,0,0,0
R21,8,Sardonyx,-343626,0,0,0
R22,8,Light Prawn,-477263,0,0,0
R24,8,Prawn,-887431,0,0,0
R27,8,Cadmium Red,-962462,0,0,0
R29,8,Lipstick Red,-1239221,0,0,0
R30,8,Pale Yellowish Pink,-203809,0,0,0
R32,8,Peach,-343622,0,0,0
R35,8,Coral,-888443,0,0,0
R37,8,Carmine,-1545100,0,0,0
R39,8,Garnet,-3454854,0,0,0
R43,8,Bougainvillaea,-1145714,0,0,0
R46,8,Strong Red,-2077335,0,0,0
R56,8,Currant,-2982763,0,0,0
R59,8,Cardinal,-4763792,0,0,0
R81,8,Rose Pink,-931626,0,0,0
R83,8,Rose Mist,-942919,0,0,0
R85,8,Rose Red,-2921837,0,0,0
R89,8,Dark Red,-8574142,0,0,0
RV0000,9,Evening Primrose,-857355,0,0,0
RV000,9,Pale Purple,-728338,0,0,0
RV00,9,Water Lily,-926998,0,0,0
RV02,9,Sugared Almond Pink,-338458,0,0,0
RV04,9,Shock Pink,-613441,0,0,0
RV06,9,Cerise,-817489,0,0,0
RV10,9,Pale Pink,-135948,0,0,0
RV11,9,Pink,-272675,0,0,0
RV13,9,Tender Pink,-407081,0,0,0
RV14,9,Begonia Pink,-748105,0,0,0
RV17,9,Deep Magenta,-2392397,0,0,0
RV19,9,Red Violet,-2987862,0,0,0
RV21,9,Light Pink,-136985,0,0,0
RV23,9,Pure Pink,-476471,0,0,0
RV25,9,Dog Rose Flower,-748610,0,0,0
RV29,9,Crimson,-1095552,0,0,0
RV32,9,Shadow Pink,-338994,0,0,0
RV34,9,Dark Pink,-413778,0,0,0
RV42,9,Salmon Pink,-476234,0,0,0
RV52,9,Cotton Candy,-406818,0,0,0
RV55,9,Hollyhock,-1464886,0,0,0
RV63,9,Begonia,-3105362,0,0,0
RV66,9,Raspberry,-4691324,0,0,0
RV69,9,Peony,-7645330,0,0,0
RV95,9,Baby Blossoms,-4815711,0,0,0
RV99,9,Argyle Purple,-10860456,0,0,0
T0,10,Toner Gray No.0,-1249555,0,0,0
T10,10,Toner Gray No.10,-13488595,0,0,0
T1,10,Toner Gray No.1,-1381656,0,0,0
T2,10,Toner Gray No.2,-2039586,0,0,0
T3,10,Toner Gray No.3,-3026228,0,0,0
T4,10,Toner Gray No.4,-4408391,0,0,0
T5,10,Toner Gray No.5,-5724253,0,0,0
T6,10,Toner Gray No.6,-7039600,0,0,0
T7,10,Toner Gray No.7,-8948108,0,0,0
T8,10,Toner Gray No.8,-10263457,0,0,0
T9,10,Toner Gray No.9,-11777207,0,0,0
V0000,11,Rose Quartz,-987658,0,0,0
V000,11,Pale Heath,-1448461,0,0,0
V01,11,Heath,-1785383,0,0,0
V04,11,Lilac,-1660210,0,0,0
V05,11,Marigold,-1923382,0,0,0
V06,11,Lavender,-3238462,0,0,0
V09,11,Violet,-7908191,0,0,0
V12,11,Pale Lilac,-1124375,0,0,0
V15,11,Mallow,-2906419,0,0,0
V17,11,Amethyst,-6253881,0,0,0
V20,11,Wisteria,-1908499,0,0,0
V22,11,Ash Lavender,-5066288,0,0,0
V25,11,Pale Blackberry,-8028243,0,0,0
V28,11,Eggplant,-9738610,0,0,0
V91,11,Pale Grape,-1522480,0,0,0
V93,11,Early Grape,-1719845,0,0,0
V95,11,Light Grape,-4752216,0,0,0
V99,11,Aubergine,-11386024,0,0,0
W00,12,Warm Gray No.00,-789525,0,0,0
W0,12,Warm Gray No.0,-1250076,0,0,0
W10,12,Warm Gray No.10,-13619413,0,0,0
W1,12,Warm Gray No.1,-1579041,0,0,0
W2,12,Warm Gray No.2,-2236971,0,0,0
W3,12,Warm Gray No.3,-2960694,0,0,0
W4,12,Warm Gray No.4,-4407881,0,0,0
W5,12,Warm Gray No.5,-5723740,0,0,0
W6,12,Warm Gray No.6,-7039601,0,0,0
W7,12,Warm Gray No.7,-8947597,0,0,0
W8,12,Warm Gray No.8,-10263457,0,0,0
W9,12,Warm Gray No.9,-11776696,0,0,0
Y0000,13,Yellow Fluorite,-65804,0,0,0
Y000,13,Pale Lemon,-791,0,0,0
Y00,13,Barium Yellow,-66081,0,0,0
Y02,13,Canary Yellow,-593002,0,0,0
Y04,13,Acacia,-1186474,0,0,0
Y06,13,Yellow,-68244,0,0,0
Y08,13,Acid Yellow,-69120,0,0,0
Y11,13,Pale Yellow,-1076,0,0,0
Y13,13,Lemon Yellow,-264274,0,0,0
Y15,13,Cadmium Yellow,-71316,0,0,0
Y17,13,Golden Yellow,-7083,0,0,0
Y18,13,Lightning Yellow,-70315,0,0,0
Y19,13,Napoli Yellow,-5826,0,0,0
Y21,13,Buttercup Yellow,-4414,0,0,0
Y23,13,Yellowish Beige,-269389,0,0,0
Y26,13,Mustard,-991897,0,0,0
Y28,13,Lionet Gold,-3495831,0,0,0
Y32,13,Cashmere,-401728,0,0,0
Y35,13,Maize,-10119,0,0,0
Y38,13,Honey,-11660,0,0,0
YG0000,14,Lily White,-854048,0,0,0
YG00,14,Mimosa Yellow,-1644898,0,0,0
YG01,14,Green Bice,-1905742,0,0,0
YG03,14,Yellow Green,-2168150,0,0,0
YG05,14,Salad,-2693742,0,0,0
YG06,14,Yellowish Green,-3874926,0,0,0
YG07,14,Acid Green,-5910705,0,0,0
YG09,14,Lettuce Green,-8207002,0,0,0
YG11,14,Mignonette,-1707824,0,0,0
YG17,14,Grass Green,-9256618,0,0,0
YG21,14,Anise,-526658,0,0,0
YG23,14,New Leaf,-1643633,0,0,0
YG25,14,Celadon Green,-3088005,0,0,0
YG41,14,Pale Cobalt Green,-2757676,0,0,0
YG45,14,Cobalt Green,-4924233,0,0,0
YG61,14,Pale Moss,-2692650,0,0,0
YG63,14,Pea Green,-6239582,0,0,0
YG67,14,Moss,-8274036,0,0,0
YG91,14,Putty,-2435154,0,0,0
YG93,14,Grayish Yellow,-2960740,0,0,0
YG95,14,Pale Olive,-3422626,0,0,0
YG97,14,Spanish Olive,-6975741,0,0,0
YG99,14,Marine Green,-11638251,0,0,0
YR0000,15,Pale Chiffon,-3099,0,0,0
YR00,15,Powder Pink,-76099,0,0,0
YR01,15,Peach Puff,-75070,0,0,0
YR02,15,Light Orange,-205627,0,0,0
YR04,15,Chrome Orange,-81047,0,0,0
YR07,15,Cadmium Orange,-889031,0,0,0
YR09,15,Chinese Orange,-961244,0,0,0
YR12,15,Loquat,-7514,0,0,0
YR14,15,Caramel,-79794,0,0,0
YR15,15,Pumpkin Yellow,-280444,0,0,0
YR16,15,Apricot,-84183,0,0,0
YR18,15,Sanguine,-890052,0,0,0
YR20,15,Yellowish Shade,-7745,0,0,0
YR21,15,Cream,-664143,0,0,0
YR23,15,Yellow Ochre,-1257589,0,0,0
YR24,15,Pale Sepia,-995484,0,0,0
YR30,15,Macadamia Nut,-68902,0,0,0
YR31,15,Light Reddish Yellow,-8536,0,0,0
YR61,15,Yellowish Skin Pink,-140604,0,0,0
YR65,15,Atoll,-348576,0,0,0
YR68,15,Orange,-823262,0,0,0
YR82,15,Mellow Peach,-145779,0,0,0
